slug	name	installer_type	source_class	downloadURL	appNewVersion	team_id	pkg_receipt	appcatalog_url
cakebrew	Cakebrew	zip	sparkle/feed	"$(curl -fsL ""https://www.cakebrew.com/appcast/profileInfo.php"" | xpath '//rss/channel/item[1]/enclosure/@url' 2>/dev/null  | cut -d '""' -f 2)"	"$( curl -fsL ""https://www.cakebrew.com/appcast/profileInfo.php"" | xpath '//rss/channel/item[1]/enclosure/@sparkle:shortVersionString' 2>/dev/null | cut -d '""' -f 2 )"	R85D3K8ATT		https://appcatalog.cloud/apps/cakebrew
capture-one	Capture One	dmg	sparkle/feed	"$(echo ""${captureoneSparkle}"" | xmllint --xpath ""string(//item[1]/enclosure/@url)"" - 2>/dev/null)"	"$(echo ""${downloadURL}"" | sed -E 's/.*Mac\.([0-9.]+)\.dmg/\1/')"	5WTDB5F65L		https://appcatalog.cloud/apps/capture-one
cato-client	Cato Client	pkg	direct	https://clientdownload.catonetworks.com/public/clients/CatoClient.pkg	"$(curl -Ls -o /dev/null -w %{url_effective} ""${downloadURL}"" | sed -E 's/.*\/([0-9.]*)\/.*/\1/g' | awk -F '.' '{print $1 ""."" $2 ""."" $3}')"	CKGSB8CH43		https://appcatalog.cloud/apps/cato-client
cloudya	Cloudya	appInDmgInZip	dynamic-scrape	"$(curl -fsL https://www.nfon.com/de/service/downloads | grep -i -E -o https://cdn.cloudya.com/Cloudya-[.0-9]+-mac.zip"")"""	"$(curl -fsL https://www.nfon.com/de/service/downloads | grep -i -E -o Cloudya Desktop App MAC [0-9.]*"" | sed 's/^.*\ \([^ ]\{0,7\}\)$/\1/g' | head -n1)"""	X26F74J8TH		https://appcatalog.cloud/apps/cloudya
code42	Code42	pkgInDmg	direct	https://download-preservation.code42.com/installs/agent/latest-mac.dmg		9YV9435DHD		https://appcatalog.cloud/apps/code42
cricut-design-space	Cricut Design Space	dmg	dynamic-scrape	"$(getJSONValue $(curl  -fsL ""https://apis.cricut.com/desktopdownload/InstallerFile?shard=a&operatingSystem=osxnative&fileName=CricutDesignSpace-Install-v${appNewVersion}.dmg"") ""result"")"	"$(getJSONValue ""$cricutVersionJSON"" ""rolloutVersion"")"	25627ZFVT7		https://appcatalog.cloud/apps/cricut-design-space
daylite	Daylite	zip	direct	https://www.marketcircle.com/downloads/latest-daylite	"$(curl -fs https://www.marketcircle.com/appcasts/daylite.xml | xpath '(//rss/channel/item/enclosure/@sparkle:shortVersionString)[1]' 2>/dev/null | cut -d '' -f 2)"""	GR26KTJYTV		https://appcatalog.cloud/apps/daylite
dedoose	Dedoose	dmg	direct	https://downloads.dedoose.com/dedoose-app-releases/Dedoose-Mac.dmg	"$(curl -fsI https://downloads.dedoose.com/dedoose-app-releases/Dedoose-Mac.dmg | grep -i ""^content-disposition:"" | grep -o ""v[0-9]\{1,\}\.[0-9]\{1,\}\.[0-9]\{1,\}"" | sed 's/^v//')"	9U74Q6K62X		https://appcatalog.cloud/apps/dedoose
depnotify	Depnotify	pkg	direct	https://files.jamfconnect.com/DEPNotify.pkg		VRPY9KHGX6		https://appcatalog.cloud/apps/depnotify
displaylink-manager	Displaylink Manager	pkg	dynamic-scrape	"https://www.synaptics.com$(curl -sfL https://www.synaptics.com${productPage}"" | grep -o '/sites/default/files/exe_files/[^""]*\.pkg' | head -1)"""	$(curl -sfL https://www.synaptics.com/products/displaylink-graphics/downloads/macos | grep -o 'DisplayLink%20Manager%20Graphics%20Connectivity[0-9.]*-Release' | head -1 | sed 's/DisplayLink%20Manager%20Graphics%20Connectivity//' | sed 's/-Release//')	73YQY62QM3		https://appcatalog.cloud/apps/displaylink-manager
