slug	name	installer_type	source_class	downloadURL	appNewVersion	team_id	pkg_receipt	appcatalog_url
xink	Xink	pkg	direct	https://downloads.xink.io/macos/pkg	"$(curl -fs ""https://downloads.xink.io/macos/appcast"" | xpath '(//rss/channel/item/enclosure/@sparkle:version)[1]' 2>/dev/null | head -1 | cut -d '""' -f 2)"	F287823HVS	com.emailsignature.Xink	https://appcatalog.cloud/apps/xink
zerotier	Zerotier	pkg	direct	https://download.zerotier.com/dist/ZeroTier%20One.pkg	$(versionFromGit zerotier ZeroTierOne )	8ZD9JUCZ4V	com.zerotier.pkg.ZeroTierOne	https://appcatalog.cloud/apps/zerotier
zoho-workdrive-genie	Zoho Workdrive Genie	dmg	direct	https://www.zoho.com/workdrive/downloads/edit-tool/Zoho_WorkDrive_Genie.dmg		TZ824L8Y37		https://appcatalog.cloud/apps/zoho-workdrive-genie
azul-zulu-jdk-11	Azul Zulu Jdk 11	pkgInDmg	dynamic-scrape	"https://cdn.azul.com/zulu/bin/$(curl -fs ""https://cdn.azul.com/zulu/bin/"" | grep -Eio '"">zulu11.*ca-jdk11.*x64.dmg(.*)' | cut -c3- | sed 's/<\/a>//' | sed -E 's/([0-9.]*)M//' | awk '{print $2 $1}' | sort | cut -c11- | tail -1)"	"$(echo ""$downloadURL"" | cut -d ""-"" -f 1 | sed -e ""s/.*zulu//"") # Cannot be compared to anything"	TDTHCUPYFR	com.azulsystems.zulu.11	https://appcatalog.cloud/apps/azul-zulu-jdk-11
azul-zulu-jdk-17	Azul Zulu Jdk 17	pkgInDmg	dynamic-scrape	"https://cdn.azul.com/zulu/bin/$(curl -fs ""https://cdn.azul.com/zulu/bin/"" | grep -Eio '"">zulu17.*ca-jdk17.*x64.dmg(.*)' | cut -c3- | sed 's/<\/a>//' | sed -E 's/([0-9.]*)M//' | awk '{print $2 $1}' | sort | cut -c11- | tail -1)"	"$(echo ""$downloadURL"" | cut -d ""-"" -f 1 | sed -e ""s/.*zulu//"") # Cannot be compared to anything"	TDTHCUPYFR	com.azulsystems.zulu.17	https://appcatalog.cloud/apps/azul-zulu-jdk-17
azul-zulu-jdk-21	Azul Zulu Jdk 21	pkgInDmg	dynamic-scrape	"https://cdn.azul.com/zulu/bin/$(curl -fs ""https://cdn.azul.com/zulu/bin/"" | grep -Eio '"">zulu21.*ca-jdk21.*x64.dmg(.*)' | cut -c3- | sed 's/<\/a><\/td>//' | sed -E 's/([0-9.]*)M//' | awk '{print $2 $1}' | sort -V | tail -1)"	"$(echo ""$downloadURL"" | cut -d ""-"" -f 1 | sed -e ""s/.*zulu//"" | sed 's/jdk//') "	TDTHCUPYFR	com.azulsystems.zulu.21	https://appcatalog.cloud/apps/azul-zulu-jdk-21
azul-zulu-jdk-8	Azul Zulu Jdk 8	pkgInDmg	dynamic-scrape	"https://cdn.azul.com/zulu/bin/$(curl -fs ""https://cdn.azul.com/zulu/bin/"" | grep -Eio '"">zulu8.*ca-jdk8.*x64.dmg(.*)' | cut -c3- | sed 's/<\/a><\/td>//' | sed -E 's/([0-9.]*)M//' | awk '{print $2 $1}' | sort -V | tail -1)"	"$(echo ""$downloadURL"" | cut -d ""-"" -f 1 | sed -e ""s/.*zulu//"" | sed 's/jdk//') "	TDTHCUPYFR	com.azulsystems.zulu.8	https://appcatalog.cloud/apps/azul-zulu-jdk-8
amazon-corretto-11	Amazon Corretto 11	pkg	unknown					https://appcatalog.cloud/apps/amazon-corretto-11
amazon-corretto-17	Amazon Corretto 17	pkg	unknown					https://appcatalog.cloud/apps/amazon-corretto-17
amazon-corretto-21	Amazon Corretto 21	pkg	unknown					https://appcatalog.cloud/apps/amazon-corretto-21
amazon-corretto-22	Amazon Corretto 22	pkg	unknown					https://appcatalog.cloud/apps/amazon-corretto-22
amazon-corretto-8	Amazon Corretto 8	pkg	unknown					https://appcatalog.cloud/apps/amazon-corretto-8
